dataset,split,example_idx,setup_id,batch_idx,annotator_id,status,start
logicnlg,test,366,gpt4-direct-2shotcot,46,,free,
logicnlg,test,101,gpt4-direct-2shotcot,46,,free,
logicnlg,test,287,gpt4-direct-2shotcot,46,,free,
logicnlg,test,13,gpt4-direct-2shotcot,46,,free,
logicnlg,test,308,gpt4-direct-2shotcot,46,,free,
logicnlg,test,258,gpt4-direct-2shotcot,46,,free,
logicnlg,test,119,gpt4-direct-2shotcot,47,,free,
logicnlg,test,111,gpt4-direct-2shotcot,47,,free,
logicnlg,test,47,gpt4-direct-2shotcot,47,,free,
logicnlg,test,15,gpt4-direct-2shotcot,47,,free,
logicnlg,test,16,gpt4-direct-2shotcot,47,,free,
logicnlg,test,216,gpt4-direct-2shotcot,47,,free,
logicnlg,test,302,gpt4-direct-2shotcot,47,,free,
logicnlg,test,44,gpt4-direct-2shotcot,47,,free,
logicnlg,test,279,gpt4-direct-2shotcot,47,,free,
logicnlg,test,456,gpt4-direct-2shotcot,47,,free,
logicnlg,test,488,gpt4-direct-2shotcot,48,,free,
logicnlg,test,346,gpt4-direct-2shotcot,48,,free,
logicnlg,test,52,gpt4-direct-2shotcot,48,,free,
logicnlg,test,377,gpt4-direct-2shotcot,48,,free,
logicnlg,test,71,gpt4-direct-2shotcot,48,,free,
logicnlg,test,114,gpt4-direct-2shotcot,48,,free,
logicnlg,test,125,gpt4-direct-2shotcot,48,,free,
logicnlg,test,140,gpt4-direct-2shotcot,48,,free,
logicnlg,test,379,gpt4-direct-2shotcot,48,,free,
logicnlg,test,12,gpt4-direct-2shotcot,48,,free,
logicnlg,test,57,gpt4-direct-2shotcot,49,,free,
logicnlg,test,327,gpt4-direct-2shotcot,49,,free,
